Seq,Occupation,Definition,Industry,Future Skill? ,Career Pathway,Competencies,Core Skills,Certifications (Govt offers),Certifications (External),Technologies,Soft Skills,Source,ANZSCO,ESCO Code,One Net Code
1201,Dairy Cattle Farm Workers,"Dairy Cattle Farm Workers perform routine tasks on dairy farms, such as herding and milking cattle.",General Category,TBC,"Dairy Cattle Farm Worker, Senior Dairy Husbandry Worker, Dairy Farm Supervisor, Dairy Farm Manager, Farm Owner or Equity Partner","Patrols, inspects and reports on the condition of livestock.,Provide livestock with feed and water.,Assist with maintaining the health and welfare of livestock.,Musters and drives livestock to milking and between paddocks to ensure sufficient feed is available.,Washes and cleans udders, attaches milking machines and milks cows.,Cleans milking shed.","animal-handling skills, pasture management, milking process knowledge, farm machinery operation, business and accounting skills",Not Found,Dairy Farm Operations Certificate,"Milking robots, Robotic feed pushers, Automatic feeding systems, Smart devices (e.g., smart fans, rain sensors), Wearable sensors, Cameras, Drones","Animal Handling, Physical Stamina, Attention to Detail, Hygiene Focus, Observation Skills",JSA,Not Found,#N/A,#N/A
1202,Mixed Livestock Farm Workers,"Mixed Livestock Farm Workers perform routine tasks on mixed livestock farms, such as moving, feeding and counting livestock, and assisting with animal husbandry.","Agriculture, Forestry and Fishing",TBC,"Mixed Livestock Farm Worker, Farm Hand/Assistant, Senior Farm Hand/Supervisor, Farm Manager, Owner/Operator","Patrolling, inspecting and reporting on the condition of livestock.,Providing livestock with feed and water.,Assisting with maintaining the health and welfare of livestock.,Mustering and droving livestock to milking and shearing sheds and between paddocks to ensure sufficient feed is available.,Washing and cleaning udders, and attaching milking machines to udders and milking cows.,Collecting eggs and placing in incubators.,Herding sheep for shearing and keeping mobs separate during shearing.,Spreading fleeces on skirting tables for classing, pressing wool and branding bales.,Exercising horses by walking, riding, leading and swimming, and attending to horses at track work, barrier trials and races.,Cleaning stables and hatcheries, storing bedding and performing minor repairs on fixtures, buildings and fences.,Assembling, preparing and storing horse gear.","Moving livestock, feeding livestock, counting livestock, assisting with animal husbandry, patrolling and inspecting livestock",Not Found,Mixed Livestock Certificate,"manual or automated milking equipment, shearing equipment, basic handheld tools, robots, temperature and moisture sensors, GPS technology, precision agriculture systems","Animal Handling, Physical Stamina, Observation Skills, Problem-Solving, Adaptability",JSA,Not Found,6130.1,25-9021.00
1203,Poultry Farm Workers,"Poultry Farm Workers perform routine tasks on poultry farms, such as collecting eggs and placing them in incubators, providing poultry with feed and water, and disinfecting hatcheries to prevent disease.",General Category,TBC,"Assistant Poultry Hand, Poultry Worker Level 2 Intermediate Apprenticeship, General Farm Worker Level 2 Intermediate Apprenticeship, Poultry Technician Level 3 Advanced Apprenticeship, Livestock Unit Technician Level 3 Advanced Apprenticeship, Poultry Production Manager, Ag Manager","Patrols, inspects and reports on the condition of chickens.,Provides chickens with feed and water.,Assists with and maintains the health and welfare of chickens.,Collects eggs and place in incubators.","Health & Safety, Biosecurity, Hygiene and food safety, Bird Handling, Brooding Procedures",Not Found,"AQF Diploma, AQF Advanced Diploma, AHC30510 Certificate III in Poultry Production, PHT Member Certification, Sanitation Safety for the Poultry Industry, Poultry Handling and Transportation Certification","Automated Feeding and Watering Systems, Climate Control Systems, Smart Sensors, Data Analytics Software, Robotics, Diagnostic Testing, Farm Management Software","Animal Handling, Hygiene Focus, Efficiency, Teamwork, Observation Skills",JSA,121321,6130.1,25-9021.00
1204,Sheep Farm Workers,"Sheep Farm Workers perform routine tasks such as herding, maintaining health and welfare, shearing, and yarding for sale.",General Category,TBC,"Entry Level Farm Worker, Farm Hand, Experienced Sheep Farm Worker, Sheep Farm Supervisor, Farm Manager","Patrols, inspects and reports on the condition of sheep.,Provides sheep with feed and water.,Assists with maintaining the health and welfare of livestock.,Musters and drives sheep to shearing sheds and between paddocks to ensure sufficient feed is available.,Herds sheep for shearing and keeps mobs separate during shearing.,Spreads fleeces on skirting tables for classing, pressing wool and branding bales.","Livestock health and welfare needs with correct feeding, administering veterinary treatments and vaccinating sheep, monitoring and helping newborn lambs, using and maintaining machinery and equipment, following farm health and safety rules",Not Found,Wool & Sheep Handling Certificate,"Electronic Identification (eID) Technology, Handheld Scanners, Panel Readers, Integrated Weighing Systems, Robotic Technology, Collars for Remote Monitoring, Artificial Intelligence (AI)","Animal Handling, Physical Stamina, Observation Skills, Problem-Solving, Patience",JSA,Not Found,6130.1,25-9021.00
1205,Stablehands,Stablehands assist with handling of horses and maintaining and cleaning stables.,General Category,TBC,"Stablehand, Head stablehand/groom, Stable supervisor/Stud groom, Stable manager, Riding instructor, Jockey","Exercises horses by walking, riding, leading and swimming, and attending to horses at track work, barrier trials and races.,Cleans stables, stores bedding and performs minor repairs on fixtures, buildings and fences.,Assembles, prepares and stores horse gear.","Clean Stalls, Facility Maintenance, General Upkeep, Water, Barn Maintenance",Not Found,Equine Handling Certificate,"Horse weighing scales, Microchip readers, Equine management software, Electronic feeders, CCTV monitoring systems, Portable ultrasound devices, Digital thermometers","Animal Handling, Physical Stamina, Attention to Detail, Patience, Responsibility",JSA,Not Found,Not Found,Not Found
1206,Wool Handlers,"Wool Handlers regulate the flow of sheep to be shorn, keep the shearing shed clean and tidy, and assist with wool clip preparation.",General Category,TBC,"Junior Wool Sampler, Wool Sampler, Senior Wool Sampler, Lead Wool Sampler","Herds sheep for shearing and keeps mobs separate during shearing.,Spreads fleeces on skirting tables for classing, pressing wool and branding bales.","Working quickly and consistently, maintaining wool quality, animal behavior and handling techniques, safe work practices, wool sorting and pressing",Not Found,Wool Classing Certificate,"Scales, Material handling equipment, Wool presses, Inventory tracking software, Moisture meters, Sorting equipment","Physical Stamina, Efficiency, Attention to Detail, Teamwork, Organizational Skills",JSA,361111,5164.2,37-3012.00
1207,Other Livestock Farm Workers,"Individuals who perform routine tasks related to the raising and caring of livestock on a farm, excluding specific occupations like dairy or poultry farm workers.","Agriculture, Forestry and Fishing",TBC,"Livestock Farm Worker, Ranch Laborer/Farm Hand, Livestock Appraiser, Rancher","Patrols, inspects and reports on the condition of livestock.,Provides livestock with feed and water.,Assists with maintaining the health and welfare of livestock.,Musters and drives livestock to milking and shearing sheds and between paddocks to ensure sufficient feed is available.,Washes and cleans livestock.,Herds animals for shearing, branding or culling purposes.,Cleans barns, stables and stiles.,Assembles, prepares and stores equipment and food.","Animal Husbandry, Farm Equipment Operation, Milking, Fencing, Record-keeping",Not Found,"Safe Quality Food (SQF) Certification, PrimusGFS Certification, Primus Standard GMP and GAP Audit, U.S. Farmed Certification, Farm Operation Technical Diploma, Livestock Production Pathway Certificate, First Aid/CPR Certification","Robotics, Automated gates, Cleaner-collects eggs, Cleaner-manure, Sensors, Farmbrite, Livestock record keeping software","Animal Handling, Physical Stamina, Observation Skills, Problem-Solving, Responsibility",JSA,Not Found,6130.1,25-9021.00
1208,Hunter-Trappers,"Individuals who trap and hunt wild animals for pelts, live sale, bounty, or relocation purposes.",General Category,TBC,"Apprentice/Trainee Hunter-Trapper, Experienced/Skilled Hunter-Trapper, Independent Contractor/Business Owner, Wildlife Management Specialist/Consultant","Travels to allocated shooting areas on foot or by helicopter and stalks, shoots or traps animals.,Lays poison and sets traps.,Checks traps to remove carcasses.,Removes parts of animal as evidence of kill.,Collects sample of animal carcasses for scientific analysis if required.,Monitors and records animal population numbers and spread.","Wildlife tracking, Trapping techniques, Firearm proficiency, Wilderness survival, Animal processing",Not Found,Wildlife & Pest Operations Cert,"GPS tracking, remote sensing cameras, drone technology, specialized trapping mechanisms, night vision, chemical deterrents, animal tracking software","Observation Skills, Patience, Outdoor Skills, Problem-Solving, Environmental Awareness",JSA,Not Found,6224.1,Not Found
1209,Pest Controllers,"Pest control workers inspect buildings and premises for pests, determine the appropriate treatment, and apply chemical or manual solutions to eliminate or control unwanted pests.",General Category,TBC,"Apprentice/Trainee, Registered Technician, Licensed Applicator/Technician, Qualified Supervisor, Service Manager/Supervisor, Branch Manager/Route Manager/General Manager","Ascertains nature and extent of pest to be eradicated.,Sprays chemicals or lays appropriate bait, wears protective clothing if applicable.,May make follow-up visits to ensure eradication has been completed.","Pesticide handling and application, knowledge of pest biology and control methods, equipment maintenance, record keeping and documentation, identification of pest damage and termites",Not Found,Pest Management Licencing Course,"Integrated Pest Management (IPM) Strategies, Drones, Smart Pest Monitoring Technologies, Field Service Software (e.g., PestPac, GorillaDesk), Biological Control Methods, Chemical Pest Control Innovations, Ultrasonic Repellents","Problem-Solving, Attention to Detail, Safety Focus, Customer Service, Observation Skills",JSA,Not Found,7544.1,37-2021.00
1210,"Farm, Forestry and Garden Workers (not covered elsewhere)","They perform routine tasks in cultivating and harvesting crops and plants, managing pests and weeds, and assisting in forestry and garden maintenance.",General Category,TBC,"Trainee Farm/Garden Worker, Farm/Garden Worker, Senior Farm/Garden Worker, Farm/Garden Supervisor, Farm/Garden Manager","Irrigates land for crop growth.,Collects seeds and cultivates seedlings for replanting purposes.,Plants crops using hand tools and farm machines.,Builds trellises for climbing plants and vines.,Fells and de-barks non-productive crops and thins young plantations.,Sprays plants, crops and pastures with chemicals to control weed growth, insects, fungus growth and diseases.,Operates machinery to cultivate, fertilise, spray and harvest crops.,Selects and harvests crops according to size and ripeness, while discarding rotting and over-ripened produce.,Grades, sorts, bunches and packs produce into containers and loads onto trucks.,Maintains farm, forest and garden roads, buildings, facilities, signs and equipment.","Crop Management, Mechanical Maintenance, Horticulture, Irrigation techniques, Plant Identification",Not Found,"Forest Garden Certification (FGC), Certificate III in Horticulture, Certificate III in Arboriculture, SFI® Forest Management Certification, FSC® Forest Management Certification, Certificate III in Landscape Construction, Certificate III in Production Horticulture","GPS technology, drones, smart irrigation systems, electric and hybrid tractors, autonomous implements, AI-powered apps, sensors","Physical Stamina, Attention to Detail, Safety Awareness, Teamwork, Adaptability",JSA,133511,6130.1,25-1043.00
1211,Pastrycook's Assistants,"Pastrycook Assistants assist Pastrycooks by performing routine tasks in the kitchen such as preparing ingredients, and cleaning and storing equipment.",Accommodation and Food Services,TBC,"Pastrycook's Assistant/Commis Chef Level 1, Pastrycook's Assistant/Commis Chef Level 2, Pastrycook's Assistant/Commis Chef Level 3, Junior Pastry Chef/Chef de Partie, Intermediate Pastry Chef, Senior Pastry Chef/Executive Pastry Chef, Master Pastry Chef, Specialty Pastry Chef (e.g., Wedding Cake Baker, Bread Artisan)","Gathering and preparing base ingredients for baking.,Mixing ingredients to make dough and pastries, cake batter, fillings, icings and desserts.,Operating commercial bakery equipment including mixers, rollers, cutters and ovens.,Sheeting and rolling out dough, putting dough into baking dishes or on trays.,Cooking goods and removing cooked items from ovens.,Cooling and decorating with creams and icings where required, cleaning cooking utensils and food preparation surfaces, storing food supplies in cupboards, pantries and other storage areas.","Gathering and preparing base ingredients for baking, Mixing ingredients to make dough and pastries, Operating commercial bakery equipment, Applying finishing touches in post-production, Food and Beverage",Not Found,FBP30521 Cert III in Baking or equivalent,"Point-of-Sale (POS) systems, Bakery Management Software, Fondant Cutter, Cake Scraper, Digital Candy Thermometer, Pastry Blender, Turntable Cake Stand","Attention to Detail, Teamwork, Efficiency, Hygiene Focus, Patience",JSA,351112,5120.1,Not Found
1212,Other Food Trades Assistants,"Food Trades Assistants assist Food Trades Workers by performing routine food preparation, cleaning and storage tasks.",Accommodation and Food Services,TBC,"Other Food Trades Assistant, Food Trades Assistant, Line Cook, Chef de Partie, Sous Chef, Executive Chef","Gathering food ingredients in preparation for cooking and serving.,Gathering pots and pans in preparation for cooking food ingredients.,Weighing and measuring ingredients.,Washing, peeling, cutting, slicing and dicing ingredients for cooking and serving.,Cutting and grinding meat, poultry and seafood in preparation for cooking.,Removing cooked food from ovens and food warmers.,Washing work areas, equipment, utensils, dishes and silverware.,Storing food supplies, equipment, utensils, dishes and silverware in refrigerators, cupboards, pantries and other storage areas.,Advising when food supplies are low.","Safe Food Handling and Preparation, Weighing and Measuring Ingredients, Washing and Cutting Ingredients, Equipment Operation, Inventory Management",Not Found,Hospitality/Food Prep Certificate,"Food processing software, Point of sale POS software, Inventory management software, Slicing and dicing equipment, Commercial mixers, Ovens and proofers, Refrigeration equipment","Attention to Detail, Teamwork, Efficiency, Hygiene Focus, Physical Stamina",JSA,234212,3111.3,19-4013.00
1213,Freight Handlers (Rail or Road),"Freight Handlers (Rail or Road) load and unload freight trucks, containers, and rail cars.",General Category,TBC,"Entry-Level Freight Handler, Intermediate Freight Handler, Senior Freight Handler, Freight Operations Team Leader, Freight Operations Supervisor, Freight Operations Manager","Labels goods with customers' details and destinations.,Loads goods into trucks, containers and rail wagons, and secures loads.,Ties down loads and covers them with tarpaulins.,Guides truck drivers into loading bays and through confined spaces.,Performs clerical functions to record and check cargo on arrival, storage and dispatch.,Opens and closes hatches and secures cargo to prevent shifting during voyages.,Transfers loads using moving equipment and directs equipment operations using communication systems.","Proficiency in operating material handling equipment (forklifts, pallet jacks, hand trucks), using basic computer systems for tracking shipments and inventory, logistics management software and freight tracking tools, familiarity with inventory management systems and supply chain operations, knowledge of freight handling equipment.",Not Found,"Certificate III in Logistics, Load Restraint, Forklift License","AI, drones, sensors, cloud-based logistics solutions, freight management software, transportation management systems, digital operations","Physical Stamina, Teamwork, Efficiency, Safety Awareness, Organizational Skills",JSA,361111,1324.3.1.4,43-5011.01
1214,Truck Driver's Offsiders,Truck Driver Offsiders load and unload trucks and containers.,"Transport, Postal and Warehousing",TBC,"Truck Driver's Offsider, Entry-Level Truck Driver, Mid-Level Freight Driver/Operator, Owner-Operator Entrepreneur/Transit Operations Supervisor","Working with a truck driver: labelling goods with customers' details and destinations.,Loading goods into trucks, containers and rail wagons, and securing loads.,Assisting to tie down loads and cover them with tarpaulins.,Guiding truck drivers into loading bays and through confined spaces.,Performing clerical functions to record and check cargo on arrival, storage and dispatch.,Transferring loads using moving equipment and directing equipment operations using communication systems.","Loading goods, securing loads, guiding truck drivers, performing clerical functions, transferring loads",Not Found,"Certificate II/III in Logistics, Heavy Vehicle License if driving","Dash Cameras, Artificial Intelligence (AI)-Powered Applications, Collision Mitigation Technology, Hands-Free Devices, Driver Monitoring Systems (DMS), Enhanced Telematics Solutions, GPS Route Planning","Teamwork, Physical Stamina, Safety Awareness, Efficiency, Problem-Solving",JSA,Not Found,8332.9,53-3033.00
1215,Waterside Workers,Waterside Workers transfer cargo between ships and other forms of transport or storage facilities.,"Electricity, Gas, Water and Waste Services",TBC,"Deckhand, Lead Deckhand, Captain","Receiving instructions by radio telephone and/or radio data terminal to load, unload or move cargo.,Securing and releasing mooring lines of ships.,Opening and closing ship hatches.,Transferring loads using moving equipment and directing equipment operations using communication systems.,Stacking cargo on pallets, trays, flats and slings to facilitate transfer to and from ships.,Operating heavy vehicles and machinery, such as straddle carriers, fork-lifts and ships' cranes, to load and unload cargo from trucks, ships and rail transport services.,Sorting cargo before loading and unloading.,Labelling goods with customers' details and destinations.,Loading goods into trucks, containers and rail wagons, and securing loads.,Assisting to tie down loads and covering them with tarpaulins.,Guiding truck drivers into loading bays and through confined spaces.,Performing clerical functions to record and check cargo on arrival, storage and dispatch.,Positioning goods in the holds of ships and securing cargo to prevent shifting during voyages.,Packing containers and re-packing damaged containers.,Cleaning out ships' tanks and holds.,Washing out containers and carrying out other general yard duties such as shunting on the railway.,Arranging for damaged containers of hazardous material to be quarantined.,Carrying out safety checks.","Loading goods, securing loads, guiding truck drivers, performing clerical functions, operating moving equipment",Not Found,Maritime Stevedoring Certificate,"Radio telephone, Radio data terminal, Communication systems, Real-time tracking systems, Port automation, IoT, AI","Physical Stamina, Teamwork, Safety Awareness, Efficiency, Problem-Solving",JSA,Not Found,Not Found,Not Found
1216,Deck Hands,"Deck Hands perform maintenance and lookout tasks aboard ships, assist with cargo operations, and patrol ships to ensure the safety of the vessel, cargo, and passengers.",General Category,TBC,"Deckhand, AB, Mate/Engineer/Captain","Handles ropes and wires, and operates mooring equipment when berthing and unberthing.,Stands lookout watches at sea and adjusts the ship's course as directed.,Assists with cargo operations using on-board equipment and stows and secures cargo.,Patrols ships to ensure safety of the vessel, cargo and passengers.,Performs routine maintenance and checks on deck equipment, cargo gear, rigging, and lifesaving and fire fighting appliances.","Knot Tying and Splicing, Line Handling and Mooring Operations, Deck Maintenance and Cleaning, complex rigging, cargo securing",Not Found,"STCW Certifications, Able Seaman (AB) Certification","Anchor winches, davits, small cranes, safety gear, fire suppression equipment, basic power tools, communication systems","Teamwork, Physical Stamina, Safety Awareness, Adaptability, Problem-Solving",JSA,Not Found,3152.1,Not Found
1217,Fishing Hands,"Fishing Hands catch fish, crustacea, and molluscs using nets, pots, lines, and traps in ocean and inland waters, and perform related tasks like preparing gear, sorting, and cleaning the catch.",General Category,TBC,"Junior 3D Animator, Intermediate 3D Animator, Senior 3D Animator, Director of Animation","Attaches gear and fastens towing cables to nets.,Casts and lowers nets, pots, lines and traps into water.,Prepares lines, attaches running gear and bait, and sets lines into position.,Hauls in fishing gear and removes fish and other marine life.,Sorts, cleans, preserves, stows and refrigerates catch.","Knot Tying, Casting Accurately, Reeling In Your Catch, Reading the Water, Gaffing Fish",Not Found,Commercial Fishing Deckhand Cert,"Fish finders, GPS & Radar, Marine Communication, Gillnet, Multifunction Displays","Physical Stamina, Resilience, Teamwork, Patience, Safety Awareness",JSA,Not Found,7536.2.6,45-3031.00
1218,Motor Vehicle Parts and Accessories Fitters (General),Motor Vehicle Parts and Accessories Fitters (General) fit and replace parts and accessories on motor vehicles.,General Category,TBC,"Entry Level Technician, Lube Technician, Detailer, Parts Delivery, Level 1 - Entry Level Careers, Field Service Technician, Store Manager, Shop Foreman, Heavy Equipment Mechanic, ASE Certified Technician, Level 2 - Technical Careers, Workshop Supervision, Management Jobs, Breakdown and Recovery, Service Centre Advice, General Vehicle Mechanics, Automotive Design Engineer, Shop Owner, Race Team Manager, Master Mechanic, Operations Manager, Service Director, Senior Mechanic, Technical Services Director, Level 3 - Professional Careers","Removes old and damaged parts and cleans surrounding areas on vehicles.,Fits batteries and installs accessories such as sun roofs, stereos and alarms.,Inspects, removes and repairs muffler mountings, and fits new mufflers, extractors and exhaust pipes.,Removes radiators from vehicles and cleans and repairs them.,Installs new or repaired radiators into vehicles and repairs and replaces other units in the cooling system such as thermostats, head gaskets and water pumps.,Inspects tyres to determine which repair action to implement and repairs punctures in tubes and tubeless tyres.,Operates air driven equipment to remove and refit tyres and tubes on vehicles.,Balances wheels and tyres using static and electronic equipment.","Technical Proficiency, Ability to use and repair machines and tools, Diagnostic tools, Engine repair, Use and interpret diagnostic software",Not Found,"AUR30620 - Certificate III in Light Vehicle Mechanical Technology, AUR40216 - Certificate IV in Automotive Mechanical Diagnosis, AUR50116 - Diploma of Automotive Management, AUR30320 - Certificate III in Automotive Electrical Technology, AUR30420 - Certificate III in Agricultural Mechanical Technology, ASE Certifications (A1-A8 Automotive), ASE World Class Recognition","Air driven equipment, electronic wheel balancing equipment, diagnostic scanners, in-car entertainment systems, vehicle alarm systems, GPS and sat nav devices","Problem-Solving, Attention to Detail, Customer Service, Manual Dexterity, Troubleshooting",JSA,323211,5223.2,53-3099.00
1219,Autoglaziers,Autoglaziers repair and replace windscreens and side and rear glass in motor vehicles.,General Category,TBC,"Junior Automotive Glazier, Automotive Glazier, Senior Automotive Glazier, Lead Automotive Glazier","Removes old and damaged parts and cleans surrounding areas on vehicles.,Fits and installs accessories such as sun roofs.,Removes damaged glass, trims strips and rubber seals from window frames and mountings on motor vehicles, positions new windscreens and glass windows on frames and attaches and seals them.","Experience with various types of automotive glass, Knowledge of adhesive and sealant properties, Proficiency with hand and power tools, Basic knowledge of automotive systems and glass specifications, Expertise in using hand tools and power tools related to automotive glass installation",Not Found,"AUR32220 Certificate III in Automotive Glazing Technology, AURASA102 Follow safe working practices in an automotive workplace, MSFGG3039 Manually move glass, AURVTG104 Remove and install direct glazed windscreens, AURVTG112 Remove and install heavy vehicle rubber and direct glazed windscreens, AURVTG110 Remove and install vehicle movable body glass, AURVTG101 Repair laminated glass windscreens","Self-healing glass, Smart glass with electrochromic technology, Transparent photovoltaic cells, Smart-tinting capabilities, Built-in display projection, Advanced Driver Assistance Systems (ADAS) calibration, Augmented reality for diagnostics and repair","Precision, Attention to Detail, Problem-Solving, Customer Service, Manual Dexterity",JSA,333111,Not Found,47-2121.00
1220,Exhaust and Muffler Repairers,Exhaust and Muffler Repairers repair and replace defective exhaust and muffler systems in motor vehicles.,Other Services,TBC,"Entry Level Technician, Junior Exhaust Repairer, Experienced Muffler Technician, Senior Exhaust System Specialist, Shop Foreman/Manager, Business Owner/Proprietor, Regional Service Manager/Trainer","Removes old and damaged parts and cleans surrounding areas on vehicles.,Inspects and repairs muffler mountings.,Selects replacement parts according to the vehicle make, model and year.,Chooses and/or modifies a suitable alternative if the selected replacement part is not available.,Bolts, clamps, tacks, fits or welds new mufflers, extractors and exhaust pipes into place.","diagnosing exhaust issues, welding, installing new parts, inspecting and repairing muffler mountings, selecting replacement parts",Not Found,"Automotive Service Excellence (ASE) Certification, AURTTZ002 Diagnose and repair exhaust systems, Certificate II in Automotive Exhaust System Technology, ASE A1 – Engine Repair, ASE A2 – Automatic Transmission/Transaxle, ASE A3 – Manual Drive Train & Axles, ASE A4 – Suspension & Steering","Back Pressure Testers, Cutoff Tools, Pipe Benders, Exhaust Gas Analyzers, AI-Powered Diagnostics, Digital Scanning, 3D Modeling","Problem-Solving, Troubleshooting, Attention to Detail, Customer Service, Manual Dexterity",JSA,399111,7313.1.6,49-3091.00
1221,Radiator Repairers,"Radiator Repairers inspect, diagnose, repair, and replace cooling systems and fuel tanks in automotive vehicles, buses, trucks, and heavy-duty equipment.",Other Services,TBC,"Foundational Training (Automotive Program/Vocational Training), Entry-Level Experience (Hands-on experience with cooling system diagnostics and repairs), Specialization (Specialized training/certifications in cooling system repair, proficiency in welding, brazing, and soldering), Advanced Diagnostic Skills (Master advanced diagnostic techniques for complex cooling system failures), Senior/Lead Specialist (Developing proficiency in repairing and rebuilding various radiator types, leadership roles, mentoring)","Removes radiators from vehicles and cleans and repairs them.,Installs new or repaired radiators into vehicles and repairs and replaces other units in the cooling system such as thermostats, head gaskets and water pumps.","Cooling system diagnostics, Radiator repair and replacement, Water pump and thermostat replacement, Welding, Brazing",Not Found,Automotive Cooling System Repair Cert,"Cooling system diagnostics, thermal imaging cameras, scan tools for sensor data, brazing and soldering techniques, basic electrical diagnostics, specialized diagnostic tools, hybrid/EV battery cooling systems","Problem-Solving, Troubleshooting, Attention to Detail, Manual Dexterity, Patience",JSA,399111,7313.1.6,49-3091.00
1222,Tyre Fitters,"Tyre Fitters fit, repair and replace tyres on motor vehicles.",General Category,TBC,"Tyre Fitter, Specializing Tyre Fitter/Experienced Tyre Fitter, Supervisor/Foreman, Manager/Department Supervisor","Inspects tyres to determine which repair action to implement and repairs punctures in tubes and tubeless tyres.,Operates air driven equipment to remove and refit tyres and tubes on vehicles.,Balances wheels and tyres using static and electronic equipment.","Good practical skills, knowledge of cars, basic data inputting skills, basic mechanical skills, use of specialized tools",Not Found,"Certificate II in Automotive Tyre Servicing Technology, IMI Level 2 Diploma in Specialist Tyre Fitting Competence, City & Guilds Level 2 Diploma in Specialist Tyre Fitting Competence, ETRTO, TRA, JATMA, CCC, ECE, DOT, NOM, LATU, INMETRO, GCC, SASO, SONCAP","Tire changer, Wheel balancer, Alignment machine, Air compressor, TPMS tools, Tire pressure gauge, Torque wrench","Efficiency, Safety Focus, Physical Stamina, Customer Service, Attention to Detail",JSA,323211,7231.7,51-2041.00
1223,Printer's Assistants,"Printer's Assistants perform routine tasks in the production of printed materials, such as assisting with machine operation, maintenance, and finishing printed products.",Administrative and Support Services,TBC,"Print Production Manager, Print Operations Manager, Print Production Director, Director of Print Operations, Chief Print Officer","Assisting with setting up, operating and adjusting machines.,Maintaining and lubricating printing machines.,Clearing waste and cleaning work areas and machines.,Folding, collating and fastening printed products by machine and hand.,Performing hand binding and finishing operations.,Operating specialised machines such as casing-in and mini binders, and automatic carton folding and gluing machines.,Carrying out routine quality control.","Screen Print, Graphic Design, Offset printing equipment, Bindery equipment, Adobe Creative Suite",Not Found,ICP30220 Cert III in Printing,"Bindery equipment, Digital printing presses, Offset printing presses, Plate processors, Spectrophotometers, Computer-aided design (CAD) software, Database management software","Attention to Detail, Teamwork, Efficiency, Safety Awareness, Physical Stamina",JSA,392112,7322.1,Not Found
1224,Printing Table Workers,Printing Table Workers operate bindery machines and perform manual binding and finishing of books and printed products.,General Category,TBC,"Printing Table Worker, Bindery Worker, Print Finisher, Prepress Technician, Printing Press Operator, Production Coordinator, Production Manager","Assisting with setting up, operating and adjusting machines.,Maintaining and lubricating bindery machines.,Clearing waste and cleaning work areas and machines.,Folding, collating and fastening printed products by machine and hand.,Performing hand binding and finishing operations.,Operating specialised machines such as casing-in and mini binders, and automatic carton folding and gluing machines.,Carrying out routine quality control.","Operating and adjusting machines, maintaining and lubricating machines, folding, collating, fastening printed products",Not Found,Printing & Graphic Arts Certificate,"Screen printing equipment, Digital printing technology, Color management software, Fabric and material handling, Ink types and chemistry, Quality control tools, Graphic design software","Attention to Detail, Precision, Patience, Manual Dexterity, Teamwork",JSA,392311,8172.5.3,51-5112.00
1225,Bicycle Mechanics,"A Bicycle Mechanic inspects, diagnoses, repairs, and performs routine maintenance on bicycles and their components.",Other Services,TBC,"Bike Builder (zero experience), Service Writer/Small Repairs, Specialized Mechanic (Custom Building, Suspension, E-Bike Maintenance)","Assembles new bicycles that are delivered to the bicycle shop.,Checks bicycles before they go on sale.,Services and repairs bicycles brought in by customers.,Advises customers about bicycle repair options, parts and accessories.,May be responsible for updating and maintaining stock such as bicycle parts and accessories.,May be involved in sales work and general shop duties such as answering the phone, serving customers and opening the shop.,Experienced bicycle mechanics may work for regional or national cycling teams on tour.","Proficiency in bike assembly and repair techniques, Comprehensive knowledge of bike components, Competence in using bike-specific tools and equipment, Expertise in gear tuning and derailleur adjustment, Proficiency in wheel truing and spoke tensioning",Not Found,Bicycle Mechanic Accreditation (Cycle Tech),"Ultrasonic cleaning stations, advanced lubrication technologies, ebike parts (battery, motor, controller), torque wrenches, chain pin removal tools, bottom bracket tools, spoke tension gauges","Problem-Solving, Troubleshooting, Attention to Detail, Customer Service, Manual Dexterity",JSA,321211,7234.1,49-3011.00
1226,Car Park Attendants,"A person whose job is to look after a parking lot, or to park cars for people.",General Category,TBC,"Parking Attendant, Senior Parking Attendant, Parking Supervisor, Parking Manager","Answer customers' enquiries.,Accepts money and give change.,Issues the correct tickets.,Direct drivers to a parking space.,Checks to make sure all vehicles have a parking ticket.,Keeps an eye on the cars and the parking area.,Makes security checks on vehicles.,Collects rubbish and keep the area clean.,Does the banking and keep reports of tickets issued.,Carries out parking warden duties.","Vehicle inspection, Cash handling, Basic maintenance, Ticketing systems operation, Traffic control",Not Found,Customer Service & Security Induction,"Cashless payment systems, Automatic Number Plate Recognition (ANPR) cameras, Magnetic field technology, Ultrasonic technology, Induction technology, Camera technology","Customer Service, Communication, Problem-Solving, Attention to Detail, Composure",JSA,Not Found,5113.1.2,19-1031.03
